class	dropped_lines	file	detail
MIXED-CLOBBER	2	src/agents/command/attempt-execution.cli.test.ts	?
SAFE-NEW	0	src/agents/command/attempt-execution.continue-work-opts.test.ts	-
SAFE-NEW	0	src/agents/command/attempt-execution.continue-work-token.test.ts	-
SAFE-NEW	0	src/agents/command/attempt-execution.request-compaction-opts.test.ts	-
MIXED-CLOBBER	136	src/agents/command/attempt-execution.ts	?
MIXED-CLOBBER	1	src/agents/command/cli-compaction.ts	fa0fcef9f6 fix(sessions): require provenance for fresh con
GENUINE	0	src/agents/command/types.ts	-
SAFE-NEW	0	src/agents/compaction-attribution.test.ts	-
SAFE-NEW	0	src/agents/compaction-attribution.ts	-
GENUINE	0	src/agents/core-tool-factory-descriptors.ts	-
SAFE-NEW	0	src/agents/delegate-artifact-delivery.ts	-
SAFE-NEW	0	src/agents/delegate-artifact-lifecycle.ts	-
SAFE-NEW	0	src/agents/delegate-artifact-policy-store.ts	-
SAFE-NEW	0	src/agents/delegate-artifact-policy.integration.test.ts	-
SAFE-NEW	0	src/agents/delegate-artifact-policy.ts	-
SAFE-NEW	0	src/agents/delegate-artifact-recipient.ts	-
SAFE-NEW	0	src/agents/delegate-artifact-store.ts	-
SAFE-NEW	0	src/agents/delegate-artifacts.delivery.test.ts	-
SAFE-NEW	0	src/agents/delegate-artifacts.projection.test.ts	-
SAFE-NEW	0	src/agents/delegate-artifacts.retention.test.ts	-
SAFE-NEW	0	src/agents/delegate-artifacts.test-helpers.ts	-
SAFE-NEW	0	src/agents/delegate-artifacts.test.ts	-
SAFE-NEW	0	src/agents/delegate-artifacts.ts	-
SAFE-NEW	0	src/agents/embedded-agent-runner/cli-backend-dispatch-transcript.persistence.test.ts	-
GENUINE	0	src/agents/embedded-agent-runner/cli-backend-dispatch-transcript.test.ts	-
MIXED-CLOBBER	2	src/agents/embedded-agent-runner/cli-backend-dispatch-transcript.ts	?
GENUINE	0	src/agents/embedded-agent-runner/compact-reasons.test.ts	-
MIXED-CLOBBER	3	src/agents/embedded-agent-runner/compact-reasons.ts	?
GENUINE	0	src/agents/embedded-agent-runner/compact.abort-signal.test.ts	-
GENUINE	0	src/agents/embedded-agent-runner/compact.hooks.harness.ts	-
MIXED-CLOBBER	11	src/agents/embedded-agent-runner/compact.hooks.test.ts	?
MIXED-CLOBBER	1	src/agents/embedded-agent-runner/compact.types.ts	?
MIXED-CLOBBER	1	src/agents/embedded-agent-runner/compaction-checkpoint.ts	?
GENUINE	0	src/agents/embedded-agent-runner/prepared-compaction-runtime.ts	-
GENUINE	0	src/agents/embedded-agent-runner/result-fallback-classifier.ts	-
GENUINE	0	src/agents/embedded-agent-runner/run-orchestrator.ts	-
SAFE-NEW	0	src/agents/embedded-agent-runner/run.continuation-auth-overlay.test-support.ts	-
SAFE-NEW	0	src/agents/embedded-agent-runner/run.continuation-codex-auth-bootstrap.test-support.ts	-
SAFE-NEW	0	src/agents/embedded-agent-runner/run.continuation-codex-auth-forwarding.test-support.ts	-
SAFE-NEW	0	src/agents/embedded-agent-runner/run.continuation-codex-auth-rotation.test-support.ts	-
SAFE-NEW	0	src/agents/embedded-agent-runner/run.continuation-codex-auth-selection.test-support.ts	-
SAFE-NEW	0	src/agents/embedded-agent-runner/run.continuation-deferred-maintenance.test-support.ts	-
SAFE-NEW	0	src/agents/embedded-agent-runner/run.continuation-fixture.test-support.ts	-
SAFE-NEW	0	src/agents/embedded-agent-runner/run.continuation-integration.test.ts	-
SAFE-NEW	0	src/agents/embedded-agent-runner/run.continuation-lifecycle-admission.test-support.ts	-
SAFE-NEW	0	src/agents/embedded-agent-runner/run.continuation-model-routing.test-support.ts	-
SAFE-NEW	0	src/agents/embedded-agent-runner/run.continuation-opts-forward.test.ts	-
SAFE-NEW	0	src/agents/embedded-agent-runner/run.continuation-overflow-recovery.test-support.ts	-
SAFE-NEW	0	src/agents/embedded-agent-runner/run.continuation-retry-fallback.test-support.ts	-
MIXED-CLOBBER	20	src/agents/embedded-agent-runner/run.overflow-compaction.harness.ts	?
GENUINE	0	src/agents/embedded-agent-runner/run/assistant-failover.ts	-
MIXED-CLOBBER	3	src/agents/embedded-agent-runner/run/attempt-client-tools.ts	?
MIXED-CLOBBER	6	src/agents/embedded-agent-runner/run/attempt-execution-phase.ts	e082acd077 refactor(agents): collapse stream relay layers 
MIXED-CLOBBER	2	src/agents/embedded-agent-runner/run/attempt-stream-prepare.test.ts	?
MIXED-CLOBBER	6	src/agents/embedded-agent-runner/run/attempt-stream-prepare.ts	?
GENUINE	0	src/agents/embedded-agent-runner/run/attempt-system-prompt-prepare.ts	-
GENUINE	0	src/agents/embedded-agent-runner/run/attempt-tool-prepare.ts	-
GENUINE	0	src/agents/embedded-agent-runner/run/attempt.cwd-split.test.ts	-
MIXED-CLOBBER	1	src/agents/embedded-agent-runner/run/failover-policy.ts	?
GENUINE	0	src/agents/embedded-agent-runner/run/overflow-context-recovery.ts	-
GENUINE	0	src/agents/embedded-agent-runner/run/params.ts	-
SAFE-NEW	0	src/agents/embedded-agent-runner/run/payloads.continuation.test.ts	-
GENUINE	0	src/agents/embedded-agent-runner/run/payloads.test.ts	-
MIXED-CLOBBER	22	src/agents/embedded-agent-runner/run/payloads.ts	?
GENUINE	0	src/agents/embedded-agent-runner/run/run-attempt-dispatch.ts	-
GENUINE	0	src/agents/embedded-agent-runner/run/source-reply-payloads.ts	-
GENUINE	0	src/agents/embedded-agent-runner/run/timeout-context-recovery.ts	-
GENUINE	0	src/agents/embedded-agent-runner/runs.force-clear-terminal.test.ts	-
MIXED-CLOBBER	1	src/agents/embedded-agent-runner/server-endpoint-compaction.ts	c3887db7c1 feat: compact xAI sessions server-side (AI-assi
GENUINE	0	src/agents/embedded-agent-runner/system-prompt.ts	-
GENUINE	0	src/agents/embedded-agent-subscribe.before-terminal-delivery.test.ts	-
GENUINE	0	src/agents/embedded-agent-subscribe.block-reply-rejections.test.ts	-
SAFE-NEW	0	src/agents/embedded-agent-subscribe.compaction-retry.ts	-
GENUINE	0	src/agents/embedded-agent-subscribe.e2e-harness.ts	-
MIXED-CLOBBER	1	src/agents/embedded-agent-subscribe.handlers.compaction.runtime.ts	?
MIXED-CLOBBER	1	src/agents/embedded-agent-subscribe.handlers.compaction.test.ts	?
MIXED-CLOBBER	11	src/agents/embedded-agent-subscribe.handlers.compaction.ts	?
MIXED-CLOBBER	6	src/agents/embedded-agent-subscribe.handlers.lifecycle.test.ts	?
MIXED-CLOBBER	13	src/agents/embedded-agent-subscribe.handlers.lifecycle.ts	?
SAFE-NEW	0	src/agents/embedded-agent-subscribe.handlers.messages.continuation.ts	-
SAFE-NEW	0	src/agents/embedded-agent-subscribe.handlers.messages.lifecycle-state.ts	-
MIXED-CLOBBER	17	src/agents/embedded-agent-subscribe.handlers.messages.lifecycle.test.ts	87b3c0e5df refactor(agents): split subscribe leaf ownershi
MIXED-CLOBBER	152	src/agents/embedded-agent-subscribe.handlers.messages.lifecycle.ts	87b3c0e5df refactor(agents): split subscribe leaf ownershi
MIXED-CLOBBER	1	src/agents/embedded-agent-subscribe.handlers.messages.replies.ts	87b3c0e5df refactor(agents): split subscribe leaf ownershi
MIXED-CLOBBER	2	src/agents/embedded-agent-subscribe.handlers.messages.stream.ts	87b3c0e5df refactor(agents): split subscribe leaf ownershi
MIXED-CLOBBER	1	src/agents/embedded-agent-subscribe.handlers.messages.test-helpers.ts	87b3c0e5df refactor(agents): split subscribe leaf ownershi
GENUINE	0	src/agents/embedded-agent-subscribe.handlers.messages.update-commentary.test.ts	-
MIXED-CLOBBER	1	src/agents/embedded-agent-subscribe.handlers.messages.update-stream-items.test.ts	87b3c0e5df refactor(agents): split subscribe leaf ownershi
MIXED-CLOBBER	3	src/agents/embedded-agent-subscribe.handlers.messages.update-stream-phases.test.ts	87b3c0e5df refactor(agents): split subscribe leaf ownershi
MIXED-CLOBBER	53	src/agents/embedded-agent-subscribe.handlers.messages.update.ts	78b8f8cf66 fix(ai): preserve final phase across resumed re
MIXED-CLOBBER	2	src/agents/embedded-agent-subscribe.handlers.tools.completion.ts	97557ec3f5 fix(widgets): route show_widget through Discord
GENUINE	0	src/agents/embedded-agent-subscribe.handlers.tools.progress.ts	-
MIXED-CLOBBER	3	src/agents/embedded-agent-subscribe.handlers.tools.results.ts	a4c7b1b7b5 refactor(agents): split embedded-agent subscrib
MIXED-CLOBBER	2	src/agents/embedded-agent-subscribe.handlers.tools.start.ts	a4c7b1b7b58 refactor(agents): split embedded-agent subscri
GENUINE	0	src/agents/embedded-agent-subscribe.handlers.tools.test.ts	-
MIXED-CLOBBER	2	src/agents/embedded-agent-subscribe.handlers.tools.ts	a4c7b1b7b5 refactor(agents): split embedded-agent subscrib
MIXED-CLOBBER	16	src/agents/embedded-agent-subscribe.handlers.ts	c3ec166cbc fix: repair code mode preflight failures
MIXED-CLOBBER	5	src/agents/embedded-agent-subscribe.handlers.types.ts	?
SAFE-NEW	0	src/agents/embedded-agent-subscribe.logger.ts	-
MIXED-CLOBBER	15	src/agents/embedded-agent-subscribe.reply-delivery.ts	22b3c2530f refactor: split agent and chat orchestration ow
MIXED-CLOBBER	1	src/agents/embedded-agent-subscribe.reply-tags.test.ts	?
GENUINE	0	src/agents/embedded-agent-subscribe.run-state.ts	-
MIXED-CLOBBER	8	src/agents/embedded-agent-subscribe.stream-rendering.ts	22b3c2530f refactor: split agent and chat orchestration ow
SAFE-NEW	0	src/agents/embedded-agent-subscribe.subscribe-embedded-agent-session.continuation-provider-filtering.test.ts	-
SAFE-NEW	0	src/agents/embedded-agent-subscribe.subscribe-embedded-agent-session.continuation-reconciliation.test.ts	-
SAFE-NEW	0	src/agents/embedded-agent-subscribe.subscribe-embedded-agent-session.continuation-responses.test.ts	-
GENUINE	0	src/agents/embedded-agent-subscribe.subscribe-embedded-agent-session.text-end-reconciliation.test.ts	-
MIXED-CLOBBER	19	src/agents/embedded-agent-subscribe.ts	?
MIXED-CLOBBER	1	src/agents/embedded-agent-tool-media.ts	87b3c0e5df refactor(agents): split subscribe leaf ownershi
MIXED-CLOBBER	2	src/agents/embedded-agent-utils.ts	?
SAFE-NEW	0	src/agents/internal-events.delegate-artifacts.test.ts	-
GENUINE	0	src/agents/internal-events.ts	-
GENUINE	0	src/agents/openclaw-owned-tool-runtime-contract.test.ts	-
SAFE-NEW	0	src/agents/openclaw-tools.continuation-forwarding.test.ts	-
SAFE-NEW	0	src/agents/openclaw-tools.continuation-misconfig-warn.test.ts	-
SAFE-NEW	0	src/agents/openclaw-tools.continuation-registration.test.ts	-
SAFE-NEW	0	src/agents/openclaw-tools.continuation.session-key.test.ts	-
SAFE-NEW	0	src/agents/openclaw-tools.continuation.ts	-
MIXED-CLOBBER	1	src/agents/openclaw-tools.session-status.test.ts	?
MIXED-CLOBBER	1	src/agents/openclaw-tools.sessions.test.ts	?
MIXED-CLOBBER	1	src/agents/openclaw-tools.subagents.sessions-spawn.lifecycle.test.ts	?
GENUINE	0	src/agents/openclaw-tools.subagents.sessions-spawn.test-harness.ts	-
MIXED-CLOBBER	1	src/agents/openclaw-tools.ts	8668aeb969 fix(discord): bind transcript capture to source
GENUINE	0	src/agents/openclaw-tools.types.ts	-
GENUINE	0	src/agents/outcome-fallback-runtime-contract.test.ts	-
GENUINE	0	src/agents/sandbox/fs-bridge.anchored-ops.test.ts	-
MIXED-CLOBBER	1	src/agents/sandbox/fs-bridge.boundary.test.ts	5295f2578e fix(agents): make file reads safe and explicit 
GENUINE	0	src/agents/sandbox/fs-bridge.shell.test.ts	-
GENUINE	0	src/agents/sandbox/fs-bridge.test-helpers.ts	-
MIXED-CLOBBER	1	src/agents/sandbox/remote-fs-bridge.test.ts	7a5f108293 fix: unblock macOS release validation (#119110)
GENUINE	0	src/agents/sandbox/workspace-skills-bridge-readonly.test.ts	-
GENUINE	0	src/agents/session-tool-result-guard.test.ts	-
GENUINE	0	src/agents/session-transcript-repair.attachments.test.ts	-
MIXED-CLOBBER	22	src/agents/session-transcript-repair.ts	?
GENUINE	0	src/agents/sessions/agent-session-compaction.test.ts	-
MIXED-CLOBBER	5	src/agents/sessions/package-manager.test.ts	?
MIXED-CLOBBER	2	src/agents/shell-snapshot.ts	?
SAFE-NEW	0	src/agents/spawn-error.ts	-
MIXED-CLOBBER	2	src/agents/spawn-pipeline.ts	?
SAFE-NEW	0	src/agents/subagent-announce-descendant-wake.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce-message.ts	-
SAFE-NEW	0	src/agents/subagent-announce-reply.ts	-
SAFE-NEW	0	src/agents/subagent-announce.chain-guard.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce.continuation-drain.bracket-hedge.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce.continuation-drain.chain-cost.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce.continuation-drain.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce.continuation-drain.tool-hop-order.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce.continuation-parity-gate.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce.continuation-return.delegate-artifacts.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce.continuation-return.ts	-
SAFE-NEW	0	src/agents/subagent-announce.continuation-tool-delegate-commit.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce.continuation.accounting.ts	-
SAFE-NEW	0	src/agents/subagent-announce.continuation.runtime.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce.continuation.runtime.ts	-
SAFE-NEW	0	src/agents/subagent-announce.continuation.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce.crosssession-gate.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce.live-tree-chain-proof.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce.postcompaction-route.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce.self-continuation.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce.silent-wake.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce.spawn-reject-obs.test.ts	-
SAFE-NEW	0	src/agents/subagent-announce.targeted-return.integration.test.ts	-
SAFE-NEW	0	src/agents/subagent-continuation-ids.ts	-
SAFE-NEW	0	src/agents/subagent-registry-registration-rollback.test.ts	-
SAFE-NEW	0	src/agents/subagent-registry-restart-recovery-accepted.ts	-
SAFE-NEW	0	src/agents/subagent-registry-restart-recovery-types.ts	-
SAFE-NEW	0	src/agents/subagent-registry-sweeper-session.ts	-
SAFE-NEW	0	src/agents/subagent-registry.archive.continuation.e2e.test.ts	-
SAFE-NEW	0	src/agents/subagent-registry.persistence.restore-recovery.test.ts	-
SAFE-NEW	0	src/agents/subagent-registry.persistence.timing.test.ts	-
SAFE-NEW	0	src/agents/subagent-session-cleanup.test.ts	-
SAFE-NEW	0	src/agents/subagent-traceparent-handoff.ts	-
GENUINE	0	src/agents/subagents/announce/subagent-announce-delivery.test.ts	-
GENUINE	0	src/agents/subagents/announce/subagent-announce-delivery.ts	-
SAFE-NEW	0	src/agents/subagents/announce/subagent-announce-deps.ts	-
MIXED-CLOBBER	42	src/agents/subagents/announce/subagent-announce-descendant-wake.ts	1ced7441eb refactor(agents): move announce, completion, re
GENUINE	0	src/agents/subagents/announce/subagent-announce-direct-delivery.ts	-
MIXED-CLOBBER	4	src/agents/subagents/announce/subagent-announce-output.ts	1ced7441eb refactor(agents): move announce, completion, re
MIXED-CLOBBER	7	src/agents/subagents/announce/subagent-announce.format.e2e.test.ts	1ced7441eb refactor(agents): move announce, completion, re
GENUINE	0	src/agents/subagents/announce/subagent-announce.requester-settle-wake.test.ts	-
MIXED-CLOBBER	1	src/agents/subagents/announce/subagent-announce.requester-settle-wake.ts	1ced7441eb refactor(agents): move announce, completion, re
GENUINE	0	src/agents/subagents/announce/subagent-announce.runtime.ts	-
GENUINE	0	src/agents/subagents/announce/subagent-announce.test-support.ts	-
MIXED-CLOBBER	2	src/agents/subagents/announce/subagent-announce.test.ts	1ced7441eb refactor(agents): move announce, completion, re
MIXED-CLOBBER	1	src/agents/subagents/announce/subagent-announce.timeout.test.ts	ebb2770000 refactor: eliminate export name collisions (#12
MIXED-CLOBBER	176	src/agents/subagents/announce/subagent-announce.ts	1ced7441eb refactor(agents): move announce, completion, re
SAFE-NEW	0	src/agents/subagents/announce/subagent-run-outcome.ts	-
MIXED-CLOBBER	1	src/agents/subagents/completion/subagent-completion-admission.store.ts	1ced7441eb refactor(agents): move announce, completion, re
MIXED-CLOBBER	11	src/agents/subagents/registry/subagent-control-messaging.ts	f3f203f31d refactor(agents): split subagent-control.ts int
GENUINE	0	src/agents/subagents/registry/subagent-control.test.ts	-
GENUINE	0	src/agents/subagents/registry/subagent-delivery-state.test.ts	-
GENUINE	0	src/agents/subagents/registry/subagent-delivery-state.ts	-
MIXED-CLOBBER	1	src/agents/subagents/registry/subagent-registry-completion.ts	1ced7441eb refactor(agents): move announce, completion, re
GENUINE	0	src/agents/subagents/registry/subagent-registry-helpers.test.ts	-
GENUINE	0	src/agents/subagents/registry/subagent-registry-helpers.ts	-
MIXED-CLOBBER	1	src/agents/subagents/registry/subagent-registry-lifecycle-announce-cleanup.ts	f104ce8b09 refactor(agents): fold subagent lifecycle into 
MIXED-CLOBBER	3	src/agents/subagents/registry/subagent-registry-lifecycle-completion.ts	1ced7441eb refactor(agents): move announce, completion, re
MIXED-CLOBBER	1	src/agents/subagents/registry/subagent-registry-lifecycle-delivery.ts	1ced7441eb refactor(agents): move announce, completion, re
GENUINE	0	src/agents/subagents/registry/subagent-registry-lifecycle.test.ts	-
MIXED-CLOBBER	3	src/agents/subagents/registry/subagent-registry-maintenance.ts	1ced7441eb refactor(agents): move announce, completion, re
MIXED-CLOBBER	1	src/agents/subagents/registry/subagent-registry-queries.ts	1ced7441eb refactor(agents): move announce, completion, re
GENUINE	0	src/agents/subagents/registry/subagent-registry-read.ts	-
MIXED-CLOBBER	1	src/agents/subagents/registry/subagent-registry-restart-recovery.test.ts	1ced7441eb refactor(agents): move announce, completion, re
